Gait cycle [%],C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML
-8,-0.071519505,0.003748614,0.029560099,-0.066897129,0.003152277,0.03216901,-0.069311881,-0.000130693,0.025157426,-0.071115941,0.003971881,0.028311881,-0.064010297,0.000414554,0.017019406,-0.071236634,0.0013,0.021152475,-0.073501089,0.000179802,0.019526238,-0.076799406,0.002135743,0.020071782,-0.073566238,0.004756634,0.020835446,-0.067072574,0.007023168,0.022847624,-0.078009505,0.003298812,0.019532376,-0.073389208,0.002611584,0.021589703,-0.075582574,0.002705743,0.022293267,-0.071122079,0.004972871,0.019795347,-0.066895743,0.003150693,0.015259703,-0.071904356,0.003330594,0.024422376,-0.063273564,0.003824356,0.018550891,-0.062666337,0.002616337,0.016939109,-0.063235842,0.002927624,0.022288614,-0.05487703,0.002810594,0.019253663,-0.070927327,0.001519109,0.017547327,-0.0659,0.004486139,0.016090792,-0.085376337,0.00335901,0.011814653,-0.077181188,0.000716139,0.020161683,-0.076315644,0.001949406,0.019028911,-0.071866634,0.001397129,0.017755149,-0.077996634,0.005513465,0.018146634,-0.069386337,0.002920396,0.022283465,-0.06595,0.005425248,0.021145545,-0.066577228,0.003857822,0.017968416,-0.06694505,0.005249901,0.01530396,-0.071405842,0.003649604,0.018188317,-0.071843762,0.002716436,0.020176337,-0.062438812,0.002444653,0.022523861,-0.068084356,0.003430099,0.016354356,-0.050555743,0.003617129,0.023228317,-0.054909109,0.003973861,0.020452772,-0.045723762,0.003672871,0.022267624,-0.073964752,0.002016931,0.017751683,-0.063639901,-0.000219802,0.016238812,-0.06031802,-0.000761782,0.019922475
-7,-0.063989505,0.002738614,0.028530099,-0.058797129,0.001972277,0.03078901,-0.060931881,-0.001590693,0.023917426,-0.063115941,0.002921881,0.027351881,-0.055350297,-0.000945446,0.016359406,-0.063156634,2E-05,0.020072475,-0.064431089,-0.001410198,0.018426238,-0.068299406,0.001045743,0.019751782,-0.064286238,0.003546634,0.019945446,-0.058382574,0.006003168,0.022217624,-0.068429505,0.001818812,0.018792376,-0.064829208,0.001381584,0.020899703,-0.067012574,0.001355743,0.021403267,-0.062392079,0.003882871,0.019105347,-0.058875743,0.002000693,0.014799703,-0.064134356,0.002340594,0.023612376,-0.055073564,0.002654356,0.017760891,-0.054936337,0.001596337,0.016149109,-0.055505842,0.001807624,0.021638614,-0.04715703,0.001900594,0.018283663,-0.061987327,-0.000100891,0.016347327,-0.05711,0.003436139,0.015340792,-0.076346337,0.00197901,0.011544653,-0.067911188,-0.000823861,0.018961683,-0.067745644,0.000559406,0.018318911,-0.062936634,0.000247129,0.017075149,-0.069696634,0.004353465,0.017786634,-0.061556337,0.001810396,0.021393465,-0.05763,0.004195248,0.020165545,-0.058617228,0.002747822,0.017348416,-0.05888505,0.004079901,0.01466396,-0.063025842,0.002359604,0.017498317,-0.063543762,0.001696436,0.019426337,-0.054128812,0.001054653,0.021183861,-0.059624356,0.002370099,0.015644356,-0.044565743,0.002877129,0.022488317,-0.048159109,0.003353861,0.019722772,-0.039533762,0.002862871,0.021397624,-0.065704752,0.000786931,0.017191683,-0.056039901,-0.001459802,0.015328812,-0.05239802,-0.001901782,0.018992475
-6,-0.056419505,0.001628614,0.027400099,-0.050747129,0.000682277,0.02930901,-0.052551881,-0.003120693,0.022557426,-0.055135941,0.001781881,0.026301881,-0.046770297,-0.002415446,0.015599406,-0.055126634,-0.00136,0.018932475,-0.055401089,-0.003120198,0.017226238,-0.059829406,-7.42574E-05,0.019341782,-0.055096238,0.002226634,0.018985446,-0.049752574,0.004873168,0.021497624,-0.058859505,0.000248812,0.017932376,-0.056299208,0.000101584,0.020119703,-0.058462574,-7.42574E-05,0.020383267,-0.053712079,0.002682871,0.018325347,-0.050915743,0.000780693,0.014249703,-0.056364356,0.001290594,0.022692376,-0.046953564,0.001384356,0.016890891,-0.047276337,0.000476337,0.015269109,-0.047835842,0.000617624,0.020898614,-0.03952703,0.000900594,0.017203663,-0.053127327,-0.001840891,0.015057327,-0.0484,0.002276139,0.014520792,-0.067336337,0.00054901,0.011194653,-0.058651188,-0.002423861,0.017661683,-0.059205644,-0.000890594,0.017508911,-0.054056634,-0.001002871,0.016315149,-0.061416634,0.003123465,0.017376634,-0.053746337,0.000640396,0.020413465,-0.04935,0.002855248,0.019085545,-0.050697228,0.001557822,0.016648416,-0.05087505,0.002799901,0.01395396,-0.054685842,0.000959604,0.016718317,-0.055273762,0.000606436,0.018586337,-0.045878812,-0.000425347,0.019743861,-0.051214356,0.001190099,0.014874356,-0.038655743,0.002027129,0.021638317,-0.041439109,0.002633861,0.018892772,-0.033433762,0.001952871,0.020427624,-0.057464752,-0.000503069,0.016551683,-0.048459901,-0.002689802,0.014328812,-0.04451802,-0.003051782,0.017972475
-5,-0.048819505,0.000438614,0.026170099,-0.042757129,-0.000727723,0.02768901,-0.044181881,-0.004690693,0.021067426,-0.047155941,0.000551881,0.025161881,-0.038270297,-0.003965446,0.014749406,-0.047146634,-0.00282,0.017722475,-0.046401089,-0.004890198,0.015916238,-0.051349406,-0.001234257,0.018831782,-0.045996238,0.000816634,0.017945446,-0.041192574,0.003643168,0.020687624,-0.049289505,-0.001371188,0.016972376,-0.047769208,-0.001208416,0.019259703,-0.049892574,-0.001574257,0.019253267,-0.045092079,0.001382871,0.017465347,-0.043005743,-0.000509307,0.013609703,-0.048594356,0.000180594,0.021682376,-0.038913564,1.43564E-05,0.015920891,-0.039696337,-0.000723663,0.014309109,-0.040215842,-0.000652376,0.020058614,-0.03200703,-0.000169406,0.016023663,-0.044347327,-0.003660891,0.013647327,-0.03979,0.000996139,0.013630792,-0.058316337,-0.00091099,0.010744653,-0.049401188,-0.004053861,0.016251683,-0.050655644,-0.002380594,0.016598911,-0.045236634,-0.002312871,0.015475149,-0.053146634,0.001823465,0.016896634,-0.045936337,-0.000599604,0.019343465,-0.04112,0.001405248,0.017905545,-0.042827228,0.000287822,0.015878416,-0.04293505,0.001419901,0.01317396,-0.046405842,-0.000510396,0.015838317,-0.047023762,-0.000553564,0.017646337,-0.037678812,-0.001945347,0.018213861,-0.042854356,-8.9901E-05,0.014054356,-0.032815743,0.001057129,0.020678317,-0.034779109,0.001813861,0.017972772,-0.027443762,0.000942871,0.019347624,-0.049254752,-0.001823069,0.015841683,-0.040889901,-0.003889802,0.013238812,-0.03666802,-0.004191782,0.016872475
-4,-0.041169505,-0.000851386,0.024810099,-0.034797129,-0.002227723,0.02594901,-0.035771881,-0.006250693,0.019437426,-0.039165941,-0.000748119,0.023911881,-0.029830297,-0.005545446,0.013789406,-0.039186634,-0.00435,0.016452475,-0.037411089,-0.006670198,0.014496238,-0.042879406,-0.002394257,0.018211782,-0.036976238,-0.000683366,0.016805446,-0.032702574,0.002323168,0.019797624,-0.039729505,-0.003031188,0.015902376,-0.039229208,-0.002518416,0.018299703,-0.041312574,-0.003104257,0.017983267,-0.036532079,-1.71287E-05,0.016515347,-0.035135743,-0.001849307,0.012879703,-0.040824356,-0.000989406,0.020572376,-0.030953564,-0.001435644,0.014860891,-0.032186337,-0.002003663,0.013269109,-0.032645842,-0.001972376,0.019108614,-0.02459703,-0.001309406,0.014753663,-0.035617327,-0.005520891,0.012127327,-0.03127,-0.000383861,0.012660792,-0.049276337,-0.00240099,0.010194653,-0.040141188,-0.005673861,0.014721683,-0.042095644,-0.003890594,0.015598911,-0.036486634,-0.003672871,0.014545149,-0.044896634,0.000463465,0.016336634,-0.038136337,-0.001879604,0.018173465,-0.03294,-0.000144752,0.016625545,-0.035007228,-0.001022178,0.015028416,-0.03506505,-5.0099E-05,0.01233396,-0.038175842,-0.002050396,0.014868317,-0.038793762,-0.001753564,0.016616337,-0.029518812,-0.003475347,0.016593861,-0.034554356,-0.001469901,0.013174356,-0.027035743,-2.28713E-05,0.019608317,-0.028199109,0.000873861,0.016942772,-0.021573762,-0.000157129,0.018177624,-0.041054752,-0.003143069,0.015051683,-0.033319901,-0.005019802,0.012068812,-0.02885802,-0.005271782,0.015682475
-3,-0.033459505,-0.002191386,0.023340099,-0.026837129,-0.003797723,0.02407901,-0.027311881,-0.007750693,0.017647426,-0.031165941,-0.002118119,0.022571881,-0.021400297,-0.007105446,0.012719406,-0.031226634,-0.0059,0.015102475,-0.028391089,-0.008380198,0.012976238,-0.034389406,-0.003534257,0.017481782,-0.028016238,-0.002263366,0.015585446,-0.024282574,0.000913168,0.018827624,-0.030149505,-0.004681188,0.014712376,-0.030679208,-0.003798416,0.017239703,-0.032682574,-0.004654257,0.016603267,-0.028012079,-0.001507129,0.015485347,-0.027315743,-0.003219307,0.012059703,-0.033044356,-0.002189406,0.019372376,-0.023043564,-0.002905644,0.013700891,-0.024716337,-0.003313663,0.012139109,-0.025095842,-0.003312376,0.018038614,-0.01728703,-0.002489406,0.013383663,-0.026927327,-0.007360891,0.010517327,-0.02286,-0.001853861,0.011620792,-0.040206337,-0.00388099,0.009544653,-0.030871188,-0.007243861,0.013061683,-0.033495644,-0.005400594,0.014498911,-0.027776634,-0.005052871,0.013525149,-0.036636634,-0.000936535,0.015696634,-0.030336337,-0.003179604,0.016913465,-0.02479,-0.001744752,0.015245545,-0.027227228,-0.002352178,0.014098416,-0.02723505,-0.001570099,0.01143396,-0.029965842,-0.003600396,0.013808317,-0.030583762,-0.002993564,0.015496337,-0.021378812,-0.004955347,0.014893861,-0.026294356,-0.002909901,0.012244356,-0.021305743,-0.001212871,0.018438317,-0.021709109,-0.000186139,0.015822772,-0.015793762,-0.001337129,0.016907624,-0.032864752,-0.004423069,0.014181683,-0.025739901,-0.006039802,0.010818812,-0.02106802,-0.006261782,0.014422475
-2,-0.025649505,-0.003561386,0.021730099,-0.018867129,-0.005377723,0.02206901,-0.018761881,-0.009100693,0.015727426,-0.023125941,-0.003518119,0.021141881,-0.012970297,-0.008545446,0.011529406,-0.023246634,-0.00742,0.013702475,-0.019331089,-0.009930198,0.011366238,-0.025859406,-0.004634257,0.016641782,-0.019106238,-0.003903366,0.014255446,-0.015922574,-0.000566832,0.017757624,-0.020549505,-0.006271188,0.013402376,-0.022079208,-0.005008416,0.016089703,-0.024002574,-0.006164257,0.015113267,-0.019532079,-0.003047129,0.014355347,-0.019515743,-0.004579307,0.011149703,-0.025264356,-0.003419406,0.018072376,-0.015183564,-0.004375644,0.012430891,-0.017276337,-0.004603663,0.010939109,-0.017575842,-0.004652376,0.016858614,-0.01005703,-0.003679406,0.011923663,-0.018227327,-0.009090891,0.008817327,-0.01452,-0.003363861,0.010480792,-0.031086337,-0.00533099,0.008804653,-0.021561188,-0.008703861,0.011281683,-0.024845644,-0.006840594,0.013298911,-0.019116634,-0.006412871,0.012435149,-0.028346634,-0.002356535,0.014966634,-0.022516337,-0.004479604,0.015573465,-0.01666,-0.003384752,0.013765545,-0.019467228,-0.003662178,0.013108416,-0.01944505,-0.003120099,0.01047396,-0.021765842,-0.005120396,0.012658317,-0.022383762,-0.004223564,0.014276337,-0.013248812,-0.006345347,0.013113861,-0.018084356,-0.004389901,0.011254356,-0.015585743,-0.002472871,0.017178317,-0.015289109,-0.001356139,0.014612772,-0.010083762,-0.002557129,0.015547624,-0.024654752,-0.005603069,0.013241683,-0.018149901,-0.006939802,0.009498812,-0.01329802,-0.007121782,0.013072475
-1,-0.017739505,-0.004901386,0.019980099,-0.010827129,-0.006887723,0.01993901,-0.010091881,-0.010210693,0.013657426,-0.015025941,-0.004918119,0.019611881,-0.004480297,-0.009765446,0.010229406,-0.015206634,-0.00884,0.012232475,-0.010191089,-0.011210198,0.009676238,-0.017279406,-0.005644257,0.015691782,-0.010186238,-0.005573366,0.012805446,-0.007602574,-0.002106832,0.016597624,-0.010899505,-0.007741188,0.011982376,-0.013429208,-0.006108416,0.014839703,-0.015252574,-0.007584257,0.013523267,-0.011052079,-0.004607129,0.013125347,-0.011735743,-0.005889307,0.010149703,-0.017454356,-0.004639406,0.016672376,-0.007343564,-0.005775644,0.011060891,-0.009826337,-0.005813663,0.009659109,-0.010045842,-0.005942376,0.015548614,-0.00290703,-0.004839406,0.010383663,-0.009487327,-0.010610891,0.007047327,-0.00625,-0.004863861,0.009260792,-0.021906337,-0.00672099,0.007964653,-0.012211188,-0.009973861,0.009391683,-0.016115644,-0.008170594,0.012008911,-0.010466634,-0.007672871,0.011255149,-0.020026634,-0.003766535,0.014136634,-0.014666337,-0.005749604,0.014153465,-0.00854,-0.005004752,0.012185545,-0.011717228,-0.004882178,0.012048416,-0.01167505,-0.004650099,0.00947396,-0.013525842,-0.006540396,0.011418317,-0.014173762,-0.005413564,0.012966337,-0.005098812,-0.007575347,0.011273861,-0.009904356,-0.005849901,0.010214356,-0.009855743,-0.003742871,0.015838317,-0.008929109,-0.002606139,0.013312772,-0.004413762,-0.003767129,0.014107624,-0.016424752,-0.006643069,0.012231683,-0.010549901,-0.007669802,0.008108812,-0.00555802,-0.007821782,0.011642475
0,-0.009699505,-0.006131386,0.018090099,-0.002707129,-0.008267723,0.01768901,-0.001281881,-0.010970693,0.011477426,-0.006845941,-0.006268119,0.018001881,0.004079703,-0.010675446,0.008849406,-0.007086634,-0.01008,0.010722475,-0.000951089,-0.012150198,0.007906238,-0.008599406,-0.006524257,0.014651782,-0.001236238,-0.007223366,0.011245446,0.000697426,-0.003656832,0.015337624,-0.001189505,-0.009031188,0.010452376,-0.004699208,-0.007058416,0.013479703,-0.006422574,-0.008834257,0.011843267,-0.002542079,-0.006117129,0.011795347,-0.003945743,-0.007089307,0.009079703,-0.009614356,-0.005809406,0.015182376,0.000496436,-0.007035644,0.009600891,-0.002356337,-0.006883663,0.008319109,-0.002495842,-0.007122376,0.014128614,0.00420297,-0.005899406,0.008773663,-0.000647327,-0.011820891,0.005247327,0.00198,-0.006283861,0.007950792,-0.012646337,-0.00800099,0.007034653,-0.002801188,-0.010993861,0.007421683,-0.007285644,-0.009330594,0.010638911,-0.001786634,-0.008792871,0.010005149,-0.011626634,-0.005116535,0.013206634,-0.006776337,-0.006929604,0.012643465,-0.0004,-0.006534752,0.010525545,-0.003967228,-0.005982178,0.010938416,-0.00389505,-0.006090099,0.00841396,-0.005225842,-0.007790396,0.010098317,-0.005943762,-0.006503564,0.011566337,0.003081188,-0.008575347,0.009363861,-0.001724356,-0.007239901,0.009114356,-0.004095743,-0.004982871,0.014448317,-0.002589109,-0.003896139,0.011942772,0.001256238,-0.004907129,0.012587624,-0.008164752,-0.007503069,0.011151683,-0.002909901,-0.008209802,0.006658812,0.00219198,-0.008331782,0.010132475
1,-0.001499505,-0.007171386,0.016070099,0.005532871,-0.009407723,0.01533901,0.007688119,-0.011310693,0.009197426,0.001434059,-0.007488119,0.016301881,0.012759703,-0.011175446,0.007409406,0.001163366,-0.01104,0.009172475,0.008418911,-0.012660198,0.006076238,0.000180594,-0.007224257,0.013511782,0.007793762,-0.008803366,0.009555446,0.009017426,-0.005166832,0.013967624,0.008600495,-0.010091188,0.008822376,0.004130792,-0.007818416,0.012039703,0.002527426,-0.009844257,0.010093267,0.006007921,-0.007517129,0.010355347,0.003874257,-0.008109307,0.007939703,-0.001704356,-0.006889406,0.013612376,0.008356436,-0.008085644,0.008080891,0.005163663,-0.007733663,0.006919109,0.005094158,-0.008132376,0.012608614,0.01129297,-0.006819406,0.007103663,0.008312673,-0.012650891,0.003437327,0.01021,-0.007543861,0.006550792,-0.003276337,-0.00913099,0.006044653,0.006698812,-0.011693861,0.005371683,0.001664356,-0.010230594,0.009208911,0.006943366,-0.009692871,0.008685149,-0.003136634,-0.006366535,0.012176634,0.001173663,-0.007979604,0.011053465,0.00777,-0.007924752,0.008785545,0.003812772,-0.006892178,0.009768416,0.00391495,-0.007400099,0.00732396,0.003184158,-0.008800396,0.008718317,0.002326238,-0.007423564,0.010096337,0.011301188,-0.009315347,0.007393861,0.006475644,-0.008479901,0.007954356,0.001734257,-0.006112871,0.013008317,0.003760891,-0.005166139,0.010492772,0.006956238,-0.005907129,0.011017624,0.000135248,-0.008143069,0.009991683,0.004760099,-0.008549802,0.005168812,0.00992198,-0.008621782,0.008542475
2,0.006870495,-0.007931386,0.013910099,0.013902871,-0.010227723,0.01288901,0.016798119,-0.011190693,0.006847426,0.009824059,-0.008498119,0.014521881,0.021539703,-0.011245446,0.005919406,0.009563366,-0.01165,0.007602475,0.017898911,-0.012710198,0.004186238,0.009080594,-0.007704257,0.012291782,0.016923762,-0.010223366,0.007745446,0.017387426,-0.006586832,0.012487624,0.018470495,-0.010851188,0.007102376,0.013050792,-0.008358416,0.010509703,0.011597426,-0.010534257,0.008283267,0.014627921,-0.008717129,0.008825347,0.011744257,-0.008879307,0.006759703,0.006275644,-0.007799406,0.011952376,0.016256436,-0.008845644,0.006500891,0.012743663,-0.008313663,0.005469109,0.012744158,-0.008912376,0.010988614,0.01839297,-0.007519406,0.005393663,0.017412673,-0.013040891,0.001637327,0.01848,-0.008553861,0.005090792,0.006203663,-0.01003099,0.004994653,0.016278812,-0.012013861,0.003291683,0.010744356,-0.010820594,0.007718911,0.015753366,-0.010292871,0.007325149,0.005473366,-0.007456535,0.011056634,0.009193663,-0.008849604,0.009393465,0.01601,-0.009084752,0.006985545,0.011632772,-0.007582178,0.008558416,0.01178495,-0.008520099,0.00619396,0.011734158,-0.009500396,0.007288317,0.010686238,-0.008113564,0.008556337,0.019571188,-0.009745347,0.005383861,0.014715644,-0.009519901,0.006734356,0.007634257,-0.007072871,0.011558317,0.010150891,-0.006336139,0.008982772,0.012736238,-0.006697129,0.009397624,0.008495248,-0.008543069,0.008781683,0.012460099,-0.008669802,0.003628812,0.01766198,-0.008681782,0.006892475
3,0.015410495,-0.008331386,0.011650099,0.022422871,-0.010647723,0.01034901,0.026018119,-0.010620693,0.004457426,0.018334059,-0.009228119,0.012671881,0.030429703,-0.010875446,0.004389406,0.018113366,-0.01185,0.006012475,0.027478911,-0.012300198,0.002246238,0.018110594,-0.007924257,0.010991782,0.026173762,-0.011413366,0.005835446,0.025827426,-0.007846832,0.010907624,0.028430495,-0.011291188,0.005302376,0.022080792,-0.008638416,0.008899703,0.020797426,-0.010874257,0.006433267,0.023347921,-0.009637129,0.007205347,0.019704257,-0.009339307,0.005549703,0.014365644,-0.008489406,0.010232376,0.024206436,-0.009285644,0.004880891,0.020383663,-0.008573663,0.003989109,0.020464158,-0.009432376,0.009308614,0.02552297,-0.007959406,0.003643663,0.026642673,-0.012970891,-0.000132673,0.02681,-0.009233861,0.003580792,0.015843663,-0.01068099,0.003904653,0.025958812,-0.011943861,0.001201683,0.019964356,-0.011060594,0.006188911,0.024663366,-0.010572871,0.005925149,0.014223366,-0.008316535,0.009856634,0.017303663,-0.009489604,0.007663465,0.02432,-0.009974752,0.005135545,0.019502772,-0.007992178,0.007308416,0.01972495,-0.009380099,0.00503396,0.020424158,-0.009860396,0.005808317,0.019136238,-0.008533564,0.006956337,0.027901188,-0.009865347,0.003343861,0.023015644,-0.010289901,0.005454356,0.013634257,-0.007802871,0.010118317,0.016600891,-0.007336139,0.007432772,0.018606238,-0.007207129,0.007747624,0.016925248,-0.008683069,0.007501683,0.020190099,-0.008579802,0.002068812,0.02540198,-0.008511782,0.005182475
4,0.024120495,-0.008321386,0.009290099,0.031082871,-0.010627723,0.00771901,0.035288119,-0.009650693,0.002017426,0.026964059,-0.009608119,0.010751881,0.039359703,-0.010105446,0.002809406,0.026793366,-0.01162,0.004412475,0.037148911,-0.011440198,0.000256238,0.027280594,-0.007874257,0.009641782,0.035573762,-0.012293366,0.003835446,0.034367426,-0.008846832,0.009247624,0.038490495,-0.011371188,0.003452376,0.031210792,-0.008668416,0.007239703,0.030127426,-0.010834257,0.004553267,0.032187921,-0.010207129,0.005535347,0.027744257,-0.009459307,0.004329703,0.022565644,-0.008889406,0.008462376,0.032206436,-0.009385644,0.003240891,0.028063663,-0.008503663,0.002469109,0.028274158,-0.009632376,0.007558614,0.03269297,-0.008109406,0.001883663,0.035952673,-0.012490891,-0.001862673,0.03521,-0.009553861,0.002040792,0.025633663,-0.01102099,0.002794653,0.035708812,-0.011483861,-0.000888317,0.029304356,-0.010930594,0.004638911,0.033673366,-0.010492871,0.004485149,0.023123366,-0.008916535,0.008586634,0.025513663,-0.009859604,0.005863465,0.03272,-0.010534752,0.003245545,0.027442772,-0.008122178,0.006018416,0.02774495,-0.009960099,0.00385396,0.029244158,-0.009890396,0.004298317,0.027706238,-0.008653564,0.005316337,0.036271188,-0.009665347,0.001263861,0.031405644,-0.010749901,0.004114356,0.019714257,-0.008282871,0.008678317,0.023150891,-0.008106139,0.005862772,0.024566238,-0.007407129,0.006077624,0.025405248,-0.008553069,0.006161683,0.027960099,-0.008269802,0.000488812,0.03315198,-0.008111782,0.003422475
5,0.032970495,-0.007891386,0.006840099,0.039862871,-0.010157723,0.00501901,0.044578119,-0.008370693,-0.000462574,0.035704059,-0.009608119,0.008781881,0.048309703,-0.009035446,0.001179406,0.035573366,-0.01097,0.002782475,0.046868911,-0.010190198,-0.001773762,0.036580594,-0.007554257,0.008241782,0.045133762,-0.012803366,0.001795446,0.043007426,-0.009546832,0.007507624,0.048620495,-0.011101188,0.001542376,0.040430792,-0.008448416,0.005529703,0.039557426,-0.010434257,0.002643267,0.041147921,-0.010397129,0.003805347,0.035874257,-0.009239307,0.003109703,0.030895644,-0.008969406,0.006662376,0.040236436,-0.009135644,0.001570891,0.035773663,-0.008123663,0.000929109,0.036174158,-0.009522376,0.005768614,0.03991297,-0.007949406,0.000113663,0.045322673,-0.011630891,-0.003582673,0.04369,-0.009483861,0.000480792,0.035593663,-0.01105099,0.001674653,0.045528812,-0.010673861,-0.002958317,0.038744356,-0.010440594,0.003058911,0.042773366,-0.010062871,0.003025149,0.032183366,-0.009216535,0.007256634,0.033833663,-0.009939604,0.004003465,0.04121,-0.010744752,0.001345545,0.035452772,-0.007952178,0.004688416,0.03585495,-0.010230099,0.00264396,0.038174158,-0.009610396,0.002748317,0.036386238,-0.008443564,0.003646337,0.044681188,-0.009165347,-0.000816139,0.039875644,-0.010869901,0.002714356,0.025884257,-0.008492871,0.007248317,0.029790891,-0.008596139,0.004262772,0.030616238,-0.007287129,0.004397624,0.033965248,-0.008163069,0.004781683,0.035770099,-0.007769802,-0.001091188,0.04091198,-0.007511782,0.001632475
6,0.041930495,-0.007081386,0.004320099,0.048722871,-0.009247723,0.00223901,0.053818119,-0.006900693,-0.002972574,0.044524059,-0.009238119,0.006751881,0.057239703,-0.007725446,-0.000500594,0.044413366,-0.00996,0.001112475,0.056598911,-0.008630198,-0.003843762,0.045990594,-0.006974257,0.006801782,0.054823762,-0.012893366,-0.000254554,0.051777426,-0.009876832,0.005727624,0.058810495,-0.010481188,-0.000387624,0.049730792,-0.007988416,0.003789703,0.049057426,-0.009724257,0.000713267,0.050207921,-0.010177129,0.002055347,0.044084257,-0.008699307,0.001889703,0.039335644,-0.008709406,0.004822376,0.048296436,-0.008595644,-0.000119109,0.043493663,-0.007443663,-0.000620891,0.044144158,-0.009112376,0.003948614,0.04716297,-0.007499406,-0.001656337,0.054692673,-0.010490891,-0.005302673,0.05224,-0.009043861,-0.001069208,0.045723663,-0.01078099,0.000564653,0.055368812,-0.009563861,-0.004998317,0.048254356,-0.009650594,0.001478911,0.051933366,-0.009302871,0.001545149,0.041393366,-0.009196535,0.005886634,0.042273663,-0.009719604,0.002093465,0.04977,-0.010594752,-0.000564455,0.043532772,-0.007502178,0.003308416,0.04405495,-0.010170099,0.00140396,0.047194158,-0.009080396,0.001158317,0.045166238,-0.007943564,0.001956337,0.053131188,-0.008415347,-0.002906139,0.048435644,-0.010639901,0.001254356,0.032134257,-0.008432871,0.005818317,0.036520891,-0.008796139,0.002672772,0.036726238,-0.006857129,0.002697624,0.042575248,-0.007543069,0.003361683,0.043610099,-0.007099802,-0.002671188,0.04867198,-0.006711782,-0.000187525
7,0.050960495,-0.005931386,0.001750099,0.057652871,-0.007967723,-0.00061099,0.062998119,-0.005310693,-0.005502574,0.053404059,-0.008538119,0.004681881,0.066109703,-0.006275446,-0.002240594,0.053273366,-0.00865,-0.000627525,0.066318911,-0.006850198,-0.005933762,0.055490594,-0.006174257,0.005331782,0.064613762,-0.012563366,-0.002294554,0.060637426,-0.009836832,0.003927624,0.069040495,-0.009561188,-0.002327624,0.059080792,-0.007328416,0.002029703,0.058587426,-0.008764257,-0.001246733,0.059347921,-0.009587129,0.000275347,0.052344257,-0.007909307,0.000659703,0.047875644,-0.008129406,0.002952376,0.056366436,-0.007805644,-0.001829109,0.051203663,-0.006523663,-0.002190891,0.052164158,-0.008442376,0.002108614,0.05444297,-0.006799406,-0.003416337,0.064032673,-0.009120891,-0.007022673,0.06082,-0.008283861,-0.002629208,0.055993663,-0.01024099,-0.000515347,0.065218812,-0.008223861,-0.007008317,0.057784356,-0.008620594,-0.000121089,0.061133366,-0.008282871,3.51485E-05,0.050753366,-0.008876535,0.004476634,0.050813663,-0.009199604,0.000143465,0.05838,-0.010114752,-0.002464455,0.051682772,-0.006792178,0.001898416,0.05233495,-0.009810099,0.00015396,0.056254158,-0.008370396,-0.000461683,0.054046238,-0.007183564,0.000256337,0.061601188,-0.007455347,-0.004976139,0.057075644,-0.010089901,-0.000245644,0.038434257,-0.008102871,0.004348317,0.043310891,-0.008686139,0.001062772,0.042886238,-0.006157129,0.000987624,0.051255248,-0.006713069,0.001911683,0.051480099,-0.006279802,-0.004221188,0.05643198,-0.005771782,-0.002007525
